Seconds;Ecg;Eda_E4;Eda_RB;Bvp;Emg;Resp;COVAS;Tmp
82.120000;-0.024813;5.121379;12.042803;0.177406;0.000051;3.149165;1.000000;35.170000
82.124000;-0.022712;5.121331;12.042440;-0.500373;-0.010076;3.132631;1.000000;35.170000
82.128000;-0.020277;5.121284;12.042080;-1.206966;-0.024881;3.115842;1.000000;35.170000
82.132000;-0.019303;5.121239;12.041722;-1.943111;-0.004534;3.098800;1.000000;35.170000
82.136000;-0.019262;5.121195;12.041367;-2.709685;0.010321;3.081505;1.000000;35.170000
82.140000;-0.020612;5.121153;12.041015;-3.507699;0.004805;3.063960;1.000000;35.170000
82.144000;-0.023425;5.121113;12.040667;-4.338277;0.000885;3.046164;1.000000;35.170000
82.148000;-0.022690;5.121074;12.040322;-5.202641;-0.000438;3.028120;1.000000;35.170000
82.152000;-0.015163;5.121038;12.039982;-6.102081;-0.001457;3.009829;1.000000;35.170000
82.156000;0.000970;5.121004;12.039646;-7.037908;-0.007984;2.991294;1.000000;35.170000
82.160000;0.031789;5.120971;12.039315;-8.011410;-0.004096;2.972515;1.000000;35.170000
82.164000;0.083423;5.120942;12.038988;-9.023792;0.009517;2.953494;1.000000;35.170000
82.168000;0.163496;5.120914;12.038668;-10.076111;0.006625;2.934234;1.000000;35.170000
82.172000;0.270436;5.120889;12.038353;-11.169195;-0.000635;2.914737;1.000000;35.170000
82.176000;0.380030;5.120867;12.038045;-12.303548;0.008087;2.895004;1.000000;35.170000
82.180000;0.453417;5.120847;12.037743;-13.479239;0.008699;2.875037;1.000000;35.170000
82.184000;0.418972;5.120831;12.037448;-14.695788;-0.004459;2.854839;1.200000;35.170000
82.188000;0.194375;5.120817;12.037161;-15.952044;-0.012757;2.834413;1.400000;35.170000
82.192000;-0.151093;5.120807;12.036882;-17.246075;-0.018423;2.813760;1.600000;35.170000
82.196000;-0.412188;5.120800;12.036610;-18.575078;-0.008232;2.792882;1.800000;35.170000
82.200000;-0.515112;5.120796;12.036348;-19.935287;0.012928;2.771783;2.000000;35.170000
82.204000;-0.534693;5.120796;12.036094;-21.321922;0.012154;2.750464;2.000000;35.170000
82.208000;-0.527360;5.120799;12.035850;-22.729306;0.005794;2.728929;2.000000;35.170000
82.212000;-0.503453;5.120807;12.035615;-24.151241;0.004440;2.707178;2.000000;35.170000
82.216000;-0.456865;5.120819;12.035391;-25.581480;-0.007161;2.685216;2.000000;35.170000
82.220000;-0.385191;5.120835;12.035178;-27.013959;-0.006200;2.663044;2.000000;35.170000
82.224000;-0.296572;5.120855;12.034976;-28.442812;0.007398;2.640665;2.000000;35.170000
82.228000;-0.195511;5.120880;12.034785;-29.862305;-0.000075;2.618082;2.000000;35.170000
82.232000;-0.089037;5.120909;12.034606;-31.266779;-0.007050;2.595298;2.000000;35.170000
82.236000;-0.001586;5.120944;12.034440;-32.650586;0.007317;2.572314;2.000000;35.170000
82.240000;0.049762;5.120984;12.034287;-34.008036;0.003096;2.549135;2.000000;35.170000
82.244000;0.074326;5.121029;12.034147;-35.333343;-0.012572;2.525763;2.200000;35.170000
82.248000;0.087798;5.121079;12.034021;-36.620575;-0.006043;2.502200;2.400000;35.170000
82.252000;0.096903;5.121136;12.033909;-37.863623;0.002186;2.478450;2.600000;35.170000
82.256000;0.102371;5.121198;12.033813;-39.056188;0.004252;2.454516;2.800000;35.170000
82.260000;0.105820;5.121266;12.033732;-40.191782;0.004286;2.430399;3.000000;35.170000
82.264000;0.109292;5.121341;12.033667;-41.263739;0.001912;2.406104;3.000000;35.170000
82.268000;0.111638;5.121423;12.033618;-42.265281;0.009697;2.381633;3.000000;35.170000
82.272000;0.113505;5.121511;12.033587;-43.189691;0.002214;2.356989;3.000000;35.170000
82.276000;0.116112;5.121606;12.033573;-44.030560;-0.018566;2.332175;3.000000;35.170000
82.280000;0.118040;5.121709;12.033577;-44.781933;-0.004276;2.307194;3.000000;35.170000
82.284000;0.118865;5.121819;12.033600;-45.438338;0.005935;2.282049;3.000000;35.170000
82.288000;0.119742;5.121937;12.033642;-45.994788;-0.000480;2.256742;3.000000;35.170000
82.292000;0.122852;5.122063;12.033703;-46.446789;0.007989;2.231277;3.000000;35.170000
82.296000;0.126805;5.122197;12.033786;-46.790335;-0.000955;2.205657;3.000000;35.170000
82.300000;0.127826;5.122340;12.033889;-47.021898;-0.001406;2.179883;3.000000;35.170000
82.304000;0.127443;5.122492;12.034013;-47.138398;0.006114;2.153960;3.000000;35.170000
82.308000;0.130236;5.122653;12.034160;-47.137199;-0.004240;2.127889;3.000000;35.170000
82.312000;0.137218;5.122823;12.034330;-47.016104;-0.005809;2.101673;3.000000;35.170000
82.316000;0.144435;5.123003;12.034523;-46.773387;-0.012101;2.075316;3.000000;35.170000
82.320000;0.148013;5.123193;12.034739;-46.407832;-0.002785;2.048819;3.000000;35.170000
82.324000;0.148014;5.123394;12.034981;-45.918790;0.018325;2.022185;3.000000;35.170000
82.328000;0.148697;5.123605;12.035248;-45.306253;0.007896;1.995418;3.000000;35.170000
