Seconds;Ecg;Eda_E4;Eda_RB;Bvp;Emg;Resp;COVAS;Tmp
4.644000;-0.013066;0.222294;9.436065;-18.182166;0.000004;-0.600285;0.200000;31.770000
4.648000;-0.012572;0.222282;9.435547;-18.739076;0.001721;-0.611761;0.400000;31.770000
4.652000;-0.011902;0.222271;9.435024;-19.287238;0.002324;-0.623349;0.600000;31.770000
4.656000;-0.011830;0.222260;9.434494;-19.822971;0.000125;-0.635044;0.800000;31.770000
4.660000;-0.012466;0.222248;9.433959;-20.342411;-0.001656;-0.646845;1.000000;31.770000
4.664000;-0.013918;0.222237;9.433418;-20.841518;0.004057;-0.658747;1.000000;31.770000
4.668000;-0.016258;0.222225;9.432872;-21.316081;0.002590;-0.670748;1.000000;31.770000
4.672000;-0.017531;0.222213;9.432321;-21.761741;-0.004569;-0.682844;1.000000;31.770000
4.676000;-0.017399;0.222201;9.431764;-22.174009;-0.000491;-0.695031;1.000000;31.770000
4.680000;-0.016178;0.222189;9.431202;-22.548298;-0.002788;-0.707306;1.000000;31.770000
4.684000;-0.013168;0.222177;9.430636;-22.879983;-0.004661;-0.719666;1.000000;31.770000
4.688000;-0.011180;0.222165;9.430064;-23.164459;0.004304;-0.732107;1.000000;31.770000
4.692000;-0.011783;0.222153;9.429489;-23.397215;0.003094;-0.744626;1.000000;31.770000
4.696000;-0.012249;0.222140;9.428908;-23.573920;-0.001073;-0.757218;1.000000;31.770000
4.700000;-0.010771;0.222128;9.428323;-23.690489;0.000210;-0.769880;1.000000;31.770000
4.704000;-0.006925;0.222115;9.427735;-23.743160;0.001487;-0.782608;1.000000;31.770000
4.708000;-0.002250;0.222103;9.427142;-23.728552;0.003344;-0.795398;1.000000;31.770000
4.712000;0.001124;0.222090;9.426545;-23.643737;-0.001136;-0.808248;1.000000;31.770000
4.716000;0.004860;0.222078;9.425945;-23.486313;-0.003401;-0.821152;1.000000;31.770000
4.720000;0.009137;0.222065;9.425341;-23.254445;-0.000094;-0.834108;1.000000;31.770000
4.724000;0.013315;0.222052;9.424734;-22.946873;-0.002894;-0.847112;1.000000;31.770000
4.728000;0.019874;0.222039;9.424124;-22.562910;-0.000061;-0.860159;1.000000;31.770000
4.732000;0.028104;0.222027;9.423511;-22.102457;0.003403;-0.873247;1.000000;31.770000
4.736000;0.035363;0.222014;9.422895;-21.566030;-0.002206;-0.886372;1.000000;31.770000
4.740000;0.042671;0.222001;9.422276;-20.954792;-0.002002;-0.899530;1.000000;31.770000
4.744000;0.051936;0.221988;9.421655;-20.270603;0.001919;-0.912717;1.000000;31.770000
4.748000;0.060176;0.221975;9.421032;-19.516071;0.002507;-0.925930;1.000000;31.770000
4.752000;0.064551;0.221963;9.420407;-18.694568;0.003072;-0.939164;1.000000;31.770000
4.756000;0.069266;0.221950;9.419780;-17.810113;0.000399;-0.952418;1.000000;31.770000
4.760000;0.078080;0.221937;9.419152;-16.867131;-0.003921;-0.965685;1.000000;31.770000
4.764000;0.087310;0.221924;9.418522;-15.870267;-0.001627;-0.978964;1.000000;31.770000
4.768000;0.090880;0.221912;9.417890;-14.824306;0.001316;-0.992251;1.000000;31.770000
4.772000;0.087250;0.221899;9.417258;-13.734139;-0.000779;-1.005541;1.000000;31.770000
4.776000;0.079447;0.221886;9.416625;-12.604735;0.000532;-1.018832;1.000000;31.770000
4.780000;0.071468;0.221874;9.415991;-11.441120;0.000443;-1.032119;1.000000;31.770000
4.784000;0.066264;0.221862;9.415357;-10.248355;-0.002907;-1.045400;1.000000;31.770000
4.788000;0.062526;0.221849;9.414723;-9.031516;0.002380;-1.058671;1.000000;31.770000
4.792000;0.055400;0.221837;9.414089;-7.795687;0.003050;-1.071928;1.000000;31.770000
4.796000;0.044236;0.221825;9.413455;-6.545938;-0.001949;-1.085168;1.000000;31.770000
4.800000;0.029456;0.221813;9.412821;-5.287299;-0.000584;-1.098389;1.000000;31.770000
4.804000;0.008588;0.221801;9.412189;-4.024705;-0.000600;-1.111585;1.000000;31.770000
4.808000;-0.013374;0.221789;9.411557;-2.762923;0.001842;-1.124755;1.000000;31.770000
4.812000;-0.028835;0.221777;9.410926;-1.506480;0.001404;-1.137895;1.000000;31.770000
4.816000;-0.038759;0.221765;9.410297;-0.259591;-0.003734;-1.151002;1.000000;31.770000
4.820000;-0.045649;0.221754;9.409669;0.973898;-0.000843;-1.164072;1.000000;31.770000
4.824000;-0.051089;0.221742;9.409043;2.190544;0.001951;-1.177103;1.000000;31.770000
4.828000;-0.056362;0.221731;9.408418;3.387341;0.000580;-1.190092;1.000000;31.770000
4.832000;-0.059194;0.221720;9.407796;4.561732;-0.002078;-1.203035;1.000000;31.770000
4.836000;-0.058779;0.221709;9.407177;5.711636;-0.002024;-1.215930;1.000000;31.770000
4.840000;-0.057175;0.221699;9.406560;6.835434;0.003273;-1.228774;1.000000;31.770000
4.844000;-0.056012;0.221688;9.405946;7.931926;0.000813;-1.241564;1.000000;31.770000
4.848000;-0.056435;0.221678;9.405335;9.000263;-0.002820;-1.254297;1.000000;31.770000
4.852000;-0.057764;0.221667;9.404727;10.039871;0.004912;-1.266970;1.000000;31.770000
4.856000;-0.058007;0.221657;9.404123;11.050386;0.002468;-1.279582;1.000000;31.770000
4.860000;-0.056459;0.221647;9.403523;12.031582;-0.006990;-1.292129;1.000000;31.770000
4.864000;-0.054107;0.221638;9.402926;12.983304;-0.001129;-1.304609;1.200000;31.770000
4.868000;-0.051854;0.221628;9.402334;13.905403;0.002749;-1.317019;1.400000;31.770000
4.872000;-0.049610;0.221619;9.401746;14.797678;0.000081;-1.329357;1.600000;31.770000
4.876000;-0.047191;0.221610;9.401162;15.659817;0.000588;-1.341620;1.800000;31.770000
4.880000;-0.044329;0.221601;9.400584;16.491372;-0.000717;-1.353807;2.000000;31.770000
4.884000;-0.040675;0.221592;9.400010;17.291742;-0.002148;-1.365915;2.000000;31.770000
4.888000;-0.037000;0.221584;9.399442;18.060183;-0.000973;-1.377941;2.000000;31.770000
4.892000;-0.034259;0.221575;9.398879;18.795827;0.004988;-1.389884;2.000000;31.770000
4.896000;-0.031809;0.221567;9.398322;19.497701;0.004404;-1.401742;2.000000;31.770000
4.900000;-0.029188;0.221559;9.397771;20.164754;-0.003153;-1.413512;2.000000;31.770000
4.904000;-0.028213;0.221552;9.397226;20.795871;-0.003437;-1.425193;2.000000;31.770000
4.908000;-0.031202;0.221544;9.396688;21.389899;-0.002494;-1.436783;2.000000;31.770000
4.912000;-0.037188;0.221537;9.396156;21.945668;0.000424;-1.448280;2.000000;31.770000
4.916000;-0.042845;0.221530;9.395631;22.462046;0.002413;-1.459682;2.500000;31.770000
4.920000;-0.046512;0.221523;9.395113;22.938057;-0.000232;-1.470987;3.000000;31.770000
4.924000;-0.046232;0.221516;9.394602;23.373069;0.000529;-1.482194;3.000000;31.770000
4.928000;-0.020775;0.221510;9.394099;23.766914;-0.002019;-1.493302;3.000000;31.770000
4.932000;0.077598;0.221504;9.393604;24.119905;-0.003003;-1.504309;3.000000;31.770000
4.936000;0.284924;0.221498;9.393116;24.432768;0.004052;-1.515212;3.000000;31.770000
4.940000;0.580345;0.221492;9.392637;24.706576;0.005081;-1.526012;3.000000;31.770000
4.944000;0.892786;0.221486;9.392166;24.942676;0.001437;-1.536706;3.000000;31.770000
4.948000;1.138238;0.221480;9.391703;25.142632;0.001105;-1.547294;3.000000;31.770000
4.952000;1.229540;0.221475;9.391250;25.308164;-0.002414;-1.557773;3.000000;31.770000
4.956000;1.085782;0.221470;9.390805;25.441101;-0.006571;-1.568143;3.000000;31.770000
4.960000;0.711559;0.221465;9.390369;25.543331;-0.003769;-1.578402;3.000000;31.770000
4.964000;0.270294;0.221460;9.389943;25.616761;-0.000419;-1.588550;3.000000;31.770000
4.968000;-0.037124;0.221455;9.389526;25.663283;0.000365;-1.598585;3.000000;31.770000
4.972000;-0.160930;0.221450;9.389119;25.684745;0.002563;-1.608507;3.000000;31.770000
4.976000;-0.183595;0.221446;9.388721;25.682920;0.004848;-1.618314;3.000000;31.770000
4.980000;-0.184840;0.221441;9.388334;25.659499;0.003657;-1.628005;3.000000;31.770000
4.984000;-0.192380;0.221437;9.387957;25.616071;-0.001918;-1.637580;3.000000;31.770000
4.988000;-0.205288;0.221433;9.387590;25.554132;-0.002758;-1.647038;3.000000;31.770000
4.992000;-0.217552;0.221429;9.387234;25.475078;0.002085;-1.656378;3.000000;31.770000
4.996000;-0.225155;0.221425;9.386889;25.380219;-0.000126;-1.665600;3.000000;31.770000
5.000000;-0.225386;0.221421;9.386554;25.270788;-0.000790;-1.674701;3.000000;31.770000
5.004000;-0.220460;0.221417;9.386231;25.147951;-0.000205;-1.683683;3.000000;31.770000
5.008000;-0.215854;0.221413;9.385918;25.012831;-0.007104;-1.692545;3.000000;31.770000
5.012000;-0.212646;0.221409;9.385618;24.866522;-0.000012;-1.701286;3.000000;31.770000
5.016000;-0.208366;0.221405;9.385328;24.710113;0.006820;-1.709905;3.000000;31.770000
5.020000;-0.201664;0.221402;9.385050;24.544703;-0.001134;-1.718402;3.000000;31.770000
5.024000;-0.193984;0.221398;9.384784;24.371412;-0.002193;-1.726777;3.000000;31.770000
5.028000;-0.188490;0.221394;9.384530;24.191384;0.000100;-1.735029;3.250000;31.770000
5.032000;-0.184690;0.221390;9.384288;24.005790;0.007957;-1.743159;3.500000;31.770000
5.036000;-0.178158;0.221386;9.384059;23.815835;0.003363;-1.751165;3.750000;31.770000
5.040000;-0.167884;0.221382;9.383841;23.622756;-0.012140;-1.759049;4.000000;31.770000
5.044000;-0.159024;0.221379;9.383636;23.427813;-0.000989;-1.766809;4.000000;31.770000
5.048000;-0.154436;0.221375;9.383444;23.232280;0.006412;-1.774445;4.000000;31.770000
5.052000;-0.151231;0.221370;9.383264;23.037431;-0.001838;-1.781959;4.000000;31.770000
5.056000;-0.147335;0.221366;9.383097;22.844526;-0.001236;-1.789350;4.000000;31.770000
5.060000;-0.141035;0.221362;9.382943;22.654793;-0.002383;-1.796617;4.000000;31.770000
5.064000;-0.132143;0.221358;9.382801;22.469413;-0.002177;-1.803762;4.000000;31.770000
5.068000;-0.123973;0.221353;9.382673;22.289493;0.004127;-1.810784;4.000000;31.770000
5.072000;-0.118109;0.221349;9.382558;22.116043;0.003079;-1.817683;4.000000;31.770000
5.076000;-0.113771;0.221344;9.382457;21.949954;0.000165;-1.824460;4.000000;31.770000
5.080000;-0.109354;0.221339;9.382368;21.791969;-0.000571;-1.831116;4.000000;31.770000
5.084000;-0.103997;0.221334;9.382293;21.642656;-0.001892;-1.837650;4.200000;31.770000
5.088000;-0.099179;0.221329;9.382231;21.502378;0.000190;-1.844062;4.400000;31.770000
5.092000;-0.096391;0.221323;9.382183;21.371262;0.000449;-1.850354;4.600000;31.770000
5.096000;-0.093384;0.221318;9.382148;21.249156;-0.001150;-1.856526;4.800000;31.770385
5.100000;-0.088051;0.221312;9.382127;21.135605;-0.000758;-1.862578;5.000000;31.770769
5.104000;-0.082742;0.221306;9.382120;21.029836;0.000545;-1.868511;5.000000;31.771154
5.108000;-0.079166;0.221300;9.382126;20.930775;0.000527;-1.874324;5.000000;31.771538
5.112000;-0.076283;0.221293;9.382146;20.837060;0.002811;-1.880020;5.000000;31.771923
5.116000;-0.072894;0.221286;9.382180;20.747064;0.003762;-1.885599;5.000000;31.772308
5.120000;-0.068063;0.221279;9.382227;20.658915;-0.004421;-1.891061;5.000000;31.772692
5.124000;-0.061888;0.221272;9.382288;20.570532;-0.002458;-1.896408;5.000000;31.773077
5.128000;-0.056300;0.221265;9.382363;20.479654;0.000266;-1.901639;5.000000;31.773462
5.132000;-0.052302;0.221257;9.382452;20.383882;-0.004241;-1.906756;5.000000;31.773846
5.136000;-0.047775;0.221249;9.382554;20.280721;0.002671;-1.911760;5.500000;31.774231
5.140000;-0.041396;0.221240;9.382671;20.167613;0.002294;-1.916652;6.000000;31.774615
5.144000;-0.035596;0.221232;9.382801;20.041989;-0.001735;-1.921431;6.000000;31.775000
5.148000;-0.031942;0.221223;9.382945;19.901310;0.002066;-1.926100;6.000000;31.775385
5.152000;-0.029090;0.221213;9.383103;19.743114;0.000533;-1.930660;6.000000;31.775769
5.156000;-0.024595;0.221204;9.383274;19.565067;-0.001066;-1.935110;6.000000;31.776154
5.160000;-0.016863;0.221194;9.383459;19.365006;0.001619;-1.939452;6.000000;31.776538
5.164000;-0.008381;0.221183;9.383658;19.140972;0.000395;-1.943688;6.000000;31.776923
5.168000;-0.002512;0.221173;9.383871;18.891245;-0.002976;-1.947818;6.000000;31.777308
5.172000;0.000933;0.221162;9.384097;18.614377;-0.000640;-1.951843;6.000000;31.777692
5.176000;0.003713;0.221151;9.384337;18.309219;0.001282;-1.955764;6.000000;31.778077
5.180000;0.007133;0.221139;9.384590;17.974946;0.000032;-1.959582;6.000000;31.778462
5.184000;0.011891;0.221127;9.384857;17.611058;-0.003076;-1.963298;6.000000;31.778846
5.188000;0.017318;0.221114;9.385138;17.217362;-0.000598;-1.966914;6.000000;31.779231
5.192000;0.021264;0.221102;9.385431;16.793971;0.006449;-1.970431;6.000000;31.779615
5.196000;0.024346;0.221089;9.385739;16.341287;0.002053;-1.973850;6.000000;31.780000
5.200000;0.029713;0.221075;9.386059;15.859998;-0.004420;-1.977171;6.000000;31.780385
5.204000;0.036041;0.221062;9.386393;15.351066;-0.000089;-1.980396;6.000000;31.780769
5.208000;0.040456;0.221047;9.386740;14.815716;0.002145;-1.983527;6.000000;31.781154
5.212000;0.044199;0.221033;9.387100;14.255435;-0.002848;-1.986564;6.000000;31.781538
5.216000;0.048215;0.221018;9.387473;13.671963;-0.000381;-1.989508;6.000000;31.781923
5.220000;0.050439;0.221003;9.387859;13.067291;0.004518;-1.992362;6.000000;31.782308
5.224000;0.050342;0.220988;9.388258;12.443651;0.001473;-1.995125;6.000000;31.782692
5.228000;0.050953;0.220972;9.388670;11.803517;-0.005059;-1.997800;6.000000;31.783077
5.232000;0.052289;0.220956;9.389095;11.149594;-0.004198;-2.000388;6.000000;31.783462
5.236000;0.052242;0.220939;9.389532;10.484795;0.002132;-2.002889;6.000000;31.783846
5.240000;0.053031;0.220922;9.389981;9.812151;-0.001165;-2.005306;6.000000;31.784231
5.244000;0.055490;0.220905;9.390443;9.134678;-0.001064;-2.007639;6.000000;31.784615
5.248000;0.056210;0.220888;9.390918;8.455276;0.003975;-2.009889;6.250000;31.785000
5.252000;0.054129;0.220870;9.391404;7.776696;0.001032;-2.012058;6.500000;31.785385
5.256000;0.051613;0.220852;9.391902;7.101525;0.000659;-2.014147;6.750000;31.785769
5.260000;0.048608;0.220834;9.392413;6.432172;0.001837;-2.016157;7.000000;31.786154
5.264000;0.042825;0.220815;9.392935;5.770860;-0.001960;-2.018091;7.000000;31.786538
5.268000;0.035264;0.220797;9.393469;5.119616;-0.003010;-2.019948;7.000000;31.786923
5.272000;0.028574;0.220777;9.394014;4.480266;0.001295;-2.021731;7.000000;31.787308
5.276000;0.022331;0.220758;9.394571;3.854431;0.003415;-2.023442;7.000000;31.787692
5.280000;0.015006;0.220739;9.395139;3.243501;0.002848;-2.025080;7.000000;31.788077
5.284000;0.005908;0.220719;9.395718;2.648587;-0.001235;-2.026648;7.000000;31.788462
5.288000;-0.004906;0.220699;9.396308;2.070441;-0.010171;-2.028148;7.000000;31.788846
5.292000;-0.015715;0.220678;9.396909;1.509430;-0.006025;-2.029580;7.000000;31.789231
5.296000;-0.025092;0.220658;9.397520;0.965559;0.009582;-2.030945;7.000000;31.789615
5.300000;-0.034227;0.220637;9.398142;0.438511;0.009070;-2.032246;7.000000;31.790000
5.304000;-0.043206;0.220617;9.398774;-0.072322;-0.003522;-2.033483;7.000000;31.790000
5.308000;-0.048889;0.220596;9.399417;-0.567787;-0.004147;-2.034657;7.000000;31.790000
5.312000;-0.051825;0.220575;9.400069;-1.048937;0.000767;-2.035771;7.000000;31.790000
5.316000;-0.055869;0.220553;9.400731;-1.516972;-0.000172;-2.036825;7.000000;31.790000
5.320000;-0.060884;0.220532;9.401402;-1.973202;0.000222;-2.037821;7.000000;31.790000
5.324000;-0.063375;0.220510;9.402083;-2.418993;0.000432;-2.038760;7.000000;31.790000
5.328000;-0.062203;0.220489;9.402772;-2.855728;-0.000724;-2.039643;7.000000;31.790000
5.332000;-0.059586;0.220467;9.403471;-3.284763;-0.000606;-2.040471;7.000000;31.790000
5.336000;-0.057003;0.220445;9.404179;-3.707388;0.000236;-2.041246;7.000000;31.790000
5.340000;-0.053570;0.220423;9.404895;-4.124785;0.000539;-2.041969;7.000000;31.790000
5.344000;-0.048360;0.220402;9.405619;-4.538013;-0.000748;-2.042641;7.000000;31.790000
5.348000;-0.042504;0.220380;9.406352;-4.947990;-0.000421;-2.043264;7.000000;31.790000
5.352000;-0.038552;0.220358;9.407092;-5.355509;0.001359;-2.043838;7.000000;31.790000
5.356000;-0.037534;0.220336;9.407841;-5.761237;0.003682;-2.044365;7.000000;31.790000
5.360000;-0.036271;0.220314;9.408596;-6.165731;-0.000451;-2.044846;7.000000;31.790000
5.364000;-0.031591;0.220292;9.409360;-6.569450;-0.006630;-2.045282;7.000000;31.790000
5.368000;-0.025210;0.220270;9.410130;-6.972769;-0.000975;-2.045674;7.000000;31.790000
5.372000;-0.021024;0.220248;9.410907;-7.375999;0.003234;-2.046023;7.000000;31.790000
5.376000;-0.020740;0.220226;9.411691;-7.779405;0.001872;-2.046331;7.000000;31.790000
5.380000;-0.021470;0.220204;9.412481;-8.183226;0.000798;-2.046598;7.000000;31.790000
5.384000;-0.019970;0.220182;9.413277;-8.587697;-0.001888;-2.046827;7.000000;31.790000
5.388000;-0.017564;0.220160;9.414080;-8.993085;0.002706;-2.047016;7.000000;31.790000
5.392000;-0.016512;0.220139;9.414888;-9.399716;0.001178;-2.047169;7.000000;31.790000
5.396000;-0.016151;0.220117;9.415702;-9.808011;-0.005684;-2.047285;7.000000;31.790000
5.400000;-0.014403;0.220096;9.416521;-10.218505;0.001098;-2.047367;7.000000;31.790000
5.404000;-0.010123;0.220074;9.417345;-10.631847;0.000365;-2.047414;7.000000;31.790000
5.408000;-0.004383;0.220053;9.418174;-11.048793;-0.002782;-2.047427;7.000000;31.790000
5.412000;0.000021;0.220032;9.419007;-11.470189;0.004554;-2.047408;7.000000;31.790000
5.416000;0.002206;0.220011;9.419845;-11.896956;0.001095;-2.047358;7.000000;31.790000
5.420000;0.003727;0.219991;9.420687;-12.330077;-0.004925;-2.047277;7.000000;31.790000
5.424000;0.005634;0.219970;9.421533;-12.770577;-0.001939;-2.047166;7.000000;31.790000
5.428000;0.006925;0.219950;9.422383;-13.219511;0.002589;-2.047026;7.000000;31.790000
5.432000;0.006608;0.219930;9.423236;-13.677955;0.006853;-2.046858;7.000000;31.790000
5.436000;0.005477;0.219910;9.424093;-14.146995;0.002513;-2.046662;7.000000;31.790000
5.440000;0.004697;0.219890;9.424953;-14.627753;-0.006382;-2.046440;7.000000;31.790000
5.444000;0.005375;0.219871;9.425815;-15.121412;-0.004178;-2.046191;7.000000;31.790000
5.448000;0.007091;0.219852;9.426680;-15.629202;0.002194;-2.045918;7.000000;31.790000
5.452000;0.007517;0.219833;9.427548;-16.152346;0.003409;-2.045620;7.000000;31.790000
5.456000;0.005031;0.219814;9.428418;-16.691996;-0.001173;-2.045298;7.000000;31.790000
5.460000;0.000658;0.219796;9.429289;-17.249156;-0.004394;-2.044954;7.000000;31.790000
5.464000;-0.002311;0.219778;9.430163;-17.824614;-0.002153;-2.044586;7.000000;31.790000
5.468000;-0.003555;0.219760;9.431038;-18.418861;0.000632;-2.044197;7.250000;31.790000
5.472000;-0.006307;0.219742;9.431914;-19.032020;0.005042;-2.043786;7.500000;31.790000
5.476000;-0.010485;0.219725;9.432792;-19.663779;0.003768;-2.043355;7.750000;31.790000
5.480000;-0.012547;0.219708;9.433670;-20.313382;-0.000367;-2.042903;8.000000;31.790000
5.484000;-0.011608;0.219692;9.434550;-20.979665;-0.000470;-2.042431;8.000000;31.790000
5.488000;-0.011249;0.219675;9.435430;-21.661071;-0.002932;-2.041941;8.000000;31.790000
