Seconds;Ecg;Eda_E4;Eda_RB;Bvp;Emg;Resp;COVAS;Tmp
2.288000;-0.008685;0.435635;7.183436;-28.820954;0.000004;0.072588;0.250000;32.590000
2.292000;-0.007064;0.435635;7.183496;-27.887071;0.011059;0.071604;0.500000;32.590000
2.296000;-0.006343;0.435636;7.183561;-26.861193;0.003145;0.070601;0.750000;32.590000
2.300000;-0.003094;0.435636;7.183630;-25.728852;0.005315;0.069580;1.000000;32.590000
2.304000;0.002950;0.435636;7.183704;-24.475609;0.003435;0.068540;1.000000;32.590000
2.308000;0.008180;0.435636;7.183783;-23.087387;-0.004178;0.067483;1.000000;32.590000
2.312000;0.011444;0.435636;7.183867;-21.550802;-0.004825;0.066407;1.000000;32.590000
2.316000;0.013442;0.435636;7.183957;-19.853495;0.001327;0.065314;1.000000;32.590000
2.320000;0.013953;0.435635;7.184051;-17.984409;0.004642;0.064203;1.000000;32.590000
2.324000;0.012523;0.435635;7.184151;-15.934065;-0.001658;0.063074;1.000000;32.590000
2.328000;0.010967;0.435635;7.184257;-13.694835;-0.003392;0.061927;1.000000;32.590000
2.332000;0.011403;0.435634;7.184369;-11.261236;-0.003133;0.060764;1.000000;32.590000
2.336000;0.012039;0.435633;7.184486;-8.630161;-0.002331;0.059583;1.000000;32.590000
2.340000;0.010602;0.435633;7.184610;-5.801061;0.002310;0.058386;1.000000;32.590000
2.344000;0.007943;0.435632;7.184739;-2.776065;0.001751;0.057173;1.000000;32.590000
2.348000;0.005567;0.435631;7.184875;0.440009;0.001864;0.055943;1.500000;32.590000
2.352000;0.006634;0.435630;7.185018;3.840009;0.003239;0.054698;2.000000;32.590000
2.356000;0.012861;0.435629;7.185167;7.415067;-0.000670;0.053438;2.500000;32.590000
2.360000;0.018261;0.435628;7.185324;11.155033;0.004091;0.052162;3.000000;32.590000
2.364000;0.017421;0.435627;7.185487;15.048556;-0.001695;0.050872;3.000000;32.590000
2.368000;0.014014;0.435625;7.185658;19.083040;-0.013559;0.049567;3.000000;32.590000
2.372000;0.014142;0.435624;7.185835;23.244578;0.001433;0.048248;3.000000;32.590000
2.376000;0.018870;0.435622;7.186021;27.517892;0.005915;0.046916;3.000000;32.590000
2.380000;0.022678;0.435620;7.186214;31.886273;0.001565;0.045570;3.000000;32.590000
2.384000;0.021811;0.435619;7.186415;36.331537;0.003794;0.044212;3.000000;32.590000
2.388000;0.019920;0.435617;7.186625;40.833964;-0.003821;0.042841;3.000000;32.590000
2.392000;0.018649;0.435614;7.186842;45.372407;-0.003247;0.041459;3.000000;32.590000
2.396000;0.017005;0.435612;7.187068;49.924882;-0.001873;0.040065;3.000000;32.590000
2.400000;0.016078;0.435610;7.187303;54.469488;-0.000072;0.038660;3.000000;32.590000
2.404000;0.016004;0.435607;7.187546;58.984979;0.005284;0.037244;3.000000;32.590000
2.408000;0.015801;0.435605;7.187799;63.450847;0.002278;0.035819;3.000000;32.590000
2.412000;0.017288;0.435602;7.188061;67.847233;0.000111;0.034384;3.333333;32.590000
2.416000;0.021966;0.435599;7.188332;72.154855;-0.002444;0.032940;3.666667;32.590000
2.420000;0.025974;0.435596;7.188613;76.354964;0.002321;0.031487;4.000000;32.590000
2.424000;0.024859;0.435592;7.188903;80.429338;0.001006;0.030027;4.000000;32.590000
2.428000;0.020413;0.435589;7.189204;84.360326;-0.008173;0.028558;4.000000;32.590000
2.432000;0.016791;0.435585;7.189515;88.130891;0.000518;0.027083;4.000000;32.590000
2.436000;0.015557;0.435582;7.189836;91.724626;0.002379;0.025602;4.000000;32.590000
2.440000;0.017343;0.435578;7.190168;95.125711;-0.003096;0.024114;4.000000;32.590000
2.444000;0.019925;0.435574;7.190511;98.318844;0.000900;0.022621;4.000000;32.590000
2.448000;0.021829;0.435569;7.190864;101.289188;0.002813;0.021123;4.000000;32.590000
2.452000;0.026309;0.435565;7.191229;104.022386;0.003376;0.019620;4.000000;32.590000
2.456000;0.034558;0.435560;7.191605;106.504733;0.001436;0.018114;4.000000;32.590000
2.460000;0.044015;0.435555;7.191993;108.723534;-0.003180;0.016604;4.000000;32.590000
2.464000;0.053675;0.435550;7.192393;110.667473;0.001913;0.015091;4.000000;32.590000
2.468000;0.064933;0.435545;7.192804;112.326794;0.003705;0.013575;4.000000;32.590000
2.472000;0.078503;0.435539;7.193228;113.693376;-0.007871;0.012058;4.000000;32.590000
2.476000;0.092858;0.435534;7.193665;114.760786;-0.005269;0.010539;4.000000;32.590000
2.480000;0.103149;0.435528;7.194114;115.524332;0.001038;0.009020;4.000000;32.590000
2.484000;0.105800;0.435522;7.194575;115.981099;0.001098;0.007500;4.000000;32.590000
2.488000;0.103366;0.435515;7.195050;116.129974;0.007014;0.005980;4.000000;32.590000
2.492000;0.096618;0.435509;7.195538;115.971702;0.001030;0.004461;4.000000;32.590000
2.496000;0.083100;0.435502;7.196040;115.508929;-0.003720;0.002943;4.000000;32.590000
2.500000;0.064347;0.435495;7.196555;114.746220;0.000982;0.001426;4.000000;32.590000
2.504000;0.044285;0.435488;7.197084;113.690073;0.000552;-0.000088;4.000000;32.590000
2.508000;0.025282;0.435481;7.197627;112.348962;0.000474;-0.001599;4.000000;32.590000
2.512000;0.008862;0.435473;7.198185;110.733404;-0.002764;-0.003108;4.000000;32.590000
2.516000;-0.001884;0.435465;7.198757;108.856036;-0.003287;-0.004612;4.000000;32.590000
2.520000;-0.006528;0.435457;7.199343;106.731656;0.002808;-0.006112;4.000000;32.590000
2.524000;-0.009773;0.435448;7.199945;104.377274;0.000893;-0.007608;4.000000;32.590000
2.528000;-0.014224;0.435440;7.200561;101.812169;-0.003305;-0.009098;4.000000;32.590000
2.532000;-0.018922;0.435431;7.201193;99.057835;0.001639;-0.010583;4.000000;32.590000
2.536000;-0.023681;0.435421;7.201841;96.137473;0.003868;-0.012062;4.000000;32.590000
2.540000;-0.027936;0.435412;7.202504;93.075092;-0.001665;-0.013534;4.000000;32.590000
2.544000;-0.032371;0.435402;7.203183;89.894725;0.000822;-0.014999;4.000000;32.590000
2.548000;-0.038113;0.435392;7.203878;86.619996;0.005241;-0.016457;4.000000;32.590000
2.552000;-0.040722;0.435382;7.204590;83.273814;-0.000540;-0.017907;4.000000;32.590000
2.556000;-0.037189;0.435371;7.205318;79.878101;-0.003293;-0.019348;4.000000;32.590000
2.560000;-0.032299;0.435360;7.206062;76.453594;-0.004806;-0.020781;4.000000;32.590000
2.564000;-0.030984;0.435349;7.206824;73.019722;-0.004403;-0.022205;4.000000;32.590000
2.568000;-0.031708;0.435338;7.207603;69.594545;0.005330;-0.023619;4.000000;32.590000
2.572000;-0.031089;0.435326;7.208400;66.194725;0.001790;-0.025023;4.000000;32.590000
2.576000;-0.028734;0.435314;7.209213;62.835490;-0.004321;-0.026417;4.000000;32.590000
2.580000;-0.022448;0.435302;7.210045;59.530621;0.002148;-0.027800;4.000000;32.590000
2.584000;-0.005571;0.435289;7.210895;56.292454;-0.000380;-0.029172;4.000000;32.590000
2.588000;0.028606;0.435276;7.211763;53.131877;0.001462;-0.030532;4.000000;32.590000
2.592000;0.086594;0.435263;7.212649;50.058341;0.003025;-0.031880;4.000000;32.590000
2.596000;0.185512;0.435249;7.213553;47.079873;-0.005069;-0.033216;5.000000;32.590000
2.600000;0.341734;0.435236;7.214477;44.203143;0.002712;-0.034540;6.000000;32.590000
2.604000;0.524311;0.435221;7.215419;41.433615;0.007371;-0.035850;6.000000;32.590000
2.608000;0.650124;0.435207;7.216380;38.775753;-0.000080;-0.037146;6.000000;32.590000
2.612000;0.645246;0.435192;7.217361;36.233221;-0.003223;-0.038429;6.000000;32.590000
2.616000;0.478520;0.435177;7.218360;33.809071;-0.003321;-0.039698;6.000000;32.590000
2.620000;0.208394;0.435161;7.219380;31.505922;-0.002492;-0.040952;6.000000;32.590000
2.624000;-0.016536;0.435146;7.220419;29.326110;-0.006154;-0.042191;6.000000;32.590000
2.628000;-0.123171;0.435130;7.221478;27.271823;-0.002201;-0.043415;6.000000;32.590000
2.632000;-0.152189;0.435113;7.222557;25.345144;0.007333;-0.044623;6.000000;32.590000
2.636000;-0.142214;0.435096;7.223655;23.547834;0.005927;-0.045816;6.000000;32.590308
2.640000;-0.116909;0.435079;7.224775;21.880953;0.003348;-0.046992;6.000000;32.590615
2.644000;-0.100888;0.435062;7.225914;20.344633;-0.000900;-0.048152;6.000000;32.590923
2.648000;-0.099744;0.435044;7.227074;18.938062;-0.006439;-0.049295;6.000000;32.591231
2.652000;-0.105364;0.435026;7.228255;17.659538;-0.003416;-0.050420;6.000000;32.591538
2.656000;-0.110236;0.435008;7.229456;16.506507;0.000948;-0.051528;6.000000;32.591846
2.660000;-0.111211;0.434989;7.230679;15.475612;0.004071;-0.052618;6.000000;32.592154
2.664000;-0.111454;0.434970;7.231922;14.562756;0.000657;-0.053690;6.000000;32.592462
2.668000;-0.112025;0.434950;7.233186;13.763172;-0.003632;-0.054744;6.000000;32.592769
2.672000;-0.109557;0.434931;7.234471;13.071490;0.001651;-0.055778;6.000000;32.593077
2.676000;-0.104655;0.434910;7.235778;12.481779;0.002000;-0.056793;6.000000;32.593385
2.680000;-0.099558;0.434890;7.237106;11.987604;0.003299;-0.057789;6.000000;32.593692
2.684000;-0.094086;0.434869;7.238456;11.582081;0.002709;-0.058765;6.000000;32.594000
2.688000;-0.089975;0.434848;7.239826;11.257943;-0.008445;-0.059721;6.000000;32.594308
2.692000;-0.087991;0.434827;7.241219;11.007604;-0.004694;-0.060656;6.000000;32.594615
2.696000;-0.085169;0.434805;7.242633;10.823229;0.003257;-0.061570;6.000000;32.594923
2.700000;-0.081717;0.434783;7.244069;10.696839;-0.001535;-0.062462;6.000000;32.595231
2.704000;-0.080524;0.434761;7.245527;10.620401;0.002502;-0.063334;6.000000;32.595538
2.708000;-0.078535;0.434738;7.247007;10.585903;0.005519;-0.064182;6.000000;32.595846
2.712000;-0.072597;0.434715;7.248509;10.585421;-0.004393;-0.065009;6.000000;32.596154
2.716000;-0.064767;0.434692;7.250033;10.611170;-0.002782;-0.065812;6.000000;32.596462
2.720000;-0.057626;0.434668;7.251579;10.655555;0.006376;-0.066592;6.000000;32.596769
2.724000;-0.055195;0.434644;7.253147;10.711211;0.002797;-0.067348;6.200000;32.597077
2.728000;-0.056930;0.434620;7.254738;10.771043;-0.004702;-0.068081;6.400000;32.597385
2.732000;-0.055238;0.434595;7.256351;10.828258;-0.004509;-0.068788;6.600000;32.597692
2.736000;-0.048642;0.434570;7.257986;10.876396;0.001595;-0.069471;6.800000;32.598000
2.740000;-0.043266;0.434545;7.259643;10.909359;0.000582;-0.070128;7.000000;32.598308
2.744000;-0.040426;0.434520;7.261323;10.921437;-0.003436;-0.070760;7.000000;32.598615
2.748000;-0.037651;0.434494;7.263026;10.907326;0.003354;-0.071365;7.000000;32.598923
2.752000;-0.033777;0.434468;7.264751;10.862160;0.003127;-0.071945;7.000000;32.599231
2.756000;-0.027985;0.434442;7.266499;10.781531;-0.001068;-0.072497;7.000000;32.599538
2.760000;-0.021009;0.434416;7.268269;10.661509;0.000251;-0.073023;7.000000;32.599846
2.764000;-0.015096;0.434389;7.270061;10.498651;-0.000576;-0.073521;7.000000;32.600154
2.768000;-0.011394;0.434362;7.271877;10.290000;0.001089;-0.073992;7.000000;32.600462
2.772000;-0.008427;0.434335;7.273715;10.033099;-0.001249;-0.074434;7.000000;32.600769
2.776000;-0.004895;0.434308;7.275575;9.725991;-0.002344;-0.074849;7.000000;32.601077
2.780000;-0.000364;0.434280;7.277458;9.367235;-0.000540;-0.075235;7.000000;32.601385
2.784000;0.005467;0.434252;7.279364;8.955900;0.000202;-0.075592;7.000000;32.601692
2.788000;0.011653;0.434224;7.281292;8.491570;0.003506;-0.075921;7.500000;32.602000
2.792000;0.017475;0.434196;7.283244;7.974343;-0.002044;-0.076221;8.000000;32.602308
2.796000;0.023065;0.434168;7.285217;7.404844;-0.002108;-0.076492;8.500000;32.602615
2.800000;0.028076;0.434139;7.287213;6.784220;0.008962;-0.076735;9.000000;32.602923
2.804000;0.031954;0.434110;7.289232;6.114127;0.000340;-0.076948;9.000000;32.603231
2.808000;0.035551;0.434081;7.291274;5.396712;-0.009233;-0.077132;9.000000;32.603538
