Seconds;Ecg;Eda_E4;Eda_RB;Bvp;Emg;Resp;COVAS;Tmp
40.240000;0.004070;0.338229;4.815104;-15.963926;-0.000015;-1.956990;1.000000;27.430000
40.244000;0.019359;0.338229;4.815388;-16.826161;0.000132;-1.954143;1.000000;27.430000
40.248000;0.023523;0.338229;4.815674;-17.716612;0.003947;-1.951257;1.000000;27.430000
40.252000;0.019476;0.338229;4.815961;-18.635620;-0.002298;-1.948331;1.000000;27.430000
40.256000;0.015348;0.338228;4.816250;-19.583264;0.001803;-1.945365;1.000000;27.430000
40.260000;0.019340;0.338227;4.816541;-20.559267;-0.000105;-1.942360;1.000000;27.430000
40.264000;0.031868;0.338226;4.816833;-21.562913;-0.008064;-1.939316;1.000000;27.430000
40.268000;0.040489;0.338225;4.817127;-22.592963;0.000217;-1.936234;1.000000;27.430000
40.272000;0.039369;0.338224;4.817422;-23.647568;0.007796;-1.933113;1.000000;27.430000
40.276000;0.034807;0.338223;4.817718;-24.724206;0.006272;-1.929953;1.000000;27.430000
40.280000;0.034177;0.338221;4.818015;-25.819696;0.002438;-1.926755;1.000000;27.430000
40.284000;0.045227;0.338220;4.818314;-26.930262;-0.004344;-1.923520;1.000000;27.430000
40.288000;0.062273;0.338218;4.818613;-28.051583;-0.007542;-1.920246;1.000000;27.430000
40.292000;0.067644;0.338215;4.818913;-29.178776;-0.001718;-1.916934;1.000000;27.430000
40.296000;0.061474;0.338213;4.819214;-30.306362;-0.000800;-1.913585;1.000000;27.430000
40.300000;0.058430;0.338210;4.819516;-31.428242;-0.001737;-1.910199;1.000000;27.430000
40.304000;0.067410;0.338208;4.819819;-32.537711;0.001722;-1.906775;1.000000;27.430000
40.308000;0.081322;0.338205;4.820122;-33.627506;0.003626;-1.903314;1.000000;27.430000
40.312000;0.088925;0.338201;4.820425;-34.689898;0.005569;-1.899816;1.000000;27.430000
40.316000;0.095672;0.338198;4.820729;-35.716752;0.001282;-1.896281;1.000000;27.430000
40.320000;0.111384;0.338194;4.821034;-36.699574;-0.001332;-1.892709;1.000000;27.430000
40.324000;0.130517;0.338190;4.821338;-37.629522;-0.003473;-1.889100;1.000000;27.430000
40.328000;0.139598;0.338186;4.821643;-38.497436;-0.006857;-1.885455;1.000000;27.430000
40.332000;0.137594;0.338181;4.821948;-39.293866;0.004049;-1.881773;1.000000;27.430000
40.336000;0.136502;0.338176;4.822253;-40.009125;0.003526;-1.878055;1.000000;27.430000
40.340000;0.147753;0.338171;4.822558;-40.633365;-0.007907;-1.874301;1.000000;27.430000
40.344000;0.167124;0.338166;4.822863;-41.156683;-0.000142;-1.870511;1.000000;27.430000
40.348000;0.175547;0.338160;4.823167;-41.569265;0.006921;-1.866684;1.000000;27.430000
40.352000;0.168501;0.338154;4.823472;-41.861541;0.001636;-1.862821;1.000000;27.430000
40.356000;0.162944;0.338148;4.823776;-42.024395;0.000883;-1.858923;1.000000;27.430000
40.360000;0.170242;0.338141;4.824079;-42.049400;-0.003809;-1.854988;1.000000;27.430000
40.364000;0.183079;0.338134;4.824382;-41.929044;-0.000304;-1.851018;1.000000;27.430000
40.368000;0.189685;0.338127;4.824685;-41.656894;0.013028;-1.847011;1.000000;27.430000
40.372000;0.187651;0.338119;4.824987;-41.227734;-0.003261;-1.842970;1.000000;27.430000
40.376000;0.181413;0.338111;4.825289;-40.637696;-0.015433;-1.838892;1.000000;27.430000
40.380000;0.177012;0.338102;4.825589;-39.884415;-0.003753;-1.834779;1.000000;27.430000
40.384000;0.171479;0.338094;4.825889;-38.967170;0.001948;-1.830631;1.000000;27.430000
40.388000;0.155824;0.338085;4.826189;-37.887016;0.007212;-1.826447;1.000000;27.430000
40.392000;0.134699;0.338075;4.826487;-36.646899;0.004076;-1.822228;1.000000;27.430000
40.396000;0.117512;0.338065;4.826784;-35.251750;-0.001779;-1.817974;1.000000;27.430000
40.400000;0.103508;0.338055;4.827080;-33.708448;0.000279;-1.813686;1.000000;27.430000
40.404000;0.091731;0.338044;4.827375;-32.025636;-0.002342;-1.809362;1.000000;27.430000
