Seconds;Ecg;Eda_E4;Eda_RB;Bvp;Emg;Resp;COVAS;Tmp
1.920000;-0.019673;0.283545;5.610419;9.448549;0.000003;0.122116;1.000000;29.462329
1.924000;-0.021317;0.283562;5.610428;9.386903;0.005832;0.122673;1.000000;29.462603
1.928000;-0.023046;0.283580;5.610436;9.319086;0.007587;0.123237;1.000000;29.462877
1.932000;-0.023531;0.283597;5.610444;9.244393;0.006183;0.123808;1.000000;29.463151
1.936000;-0.022056;0.283615;5.610450;9.162017;0.001550;0.124386;1.000000;29.463425
1.940000;-0.018678;0.283634;5.610455;9.071047;-0.001851;0.124970;1.000000;29.463699
1.944000;-0.015102;0.283652;5.610460;8.970475;-0.001109;0.125562;1.000000;29.463973
1.948000;-0.013616;0.283671;5.610463;8.859198;-0.001866;0.126160;1.000000;29.464247
1.952000;-0.013729;0.283690;5.610466;8.736018;-0.003102;0.126764;1.000000;29.464521
1.956000;-0.012693;0.283709;5.610468;8.599657;-0.003248;0.127376;1.000000;29.464795
1.960000;-0.010339;0.283729;5.610468;8.448760;-0.000688;0.127994;1.000000;29.465068
1.964000;-0.008561;0.283748;5.610468;8.281915;0.003802;0.128619;1.000000;29.465342
1.968000;-0.006402;0.283768;5.610467;8.097667;0.002010;0.129251;1.000000;29.465616
1.972000;-0.003186;0.283789;5.610465;7.894543;-0.002624;0.129890;1.000000;29.465890
1.976000;0.000591;0.283809;5.610462;7.671072;-0.000303;0.130536;1.000000;29.466164
1.980000;0.004104;0.283830;5.610457;7.425814;0.000802;0.131189;1.000000;29.466438
1.984000;0.005512;0.283851;5.610452;7.157376;-0.000316;0.131850;1.000000;29.466712
1.988000;0.005457;0.283872;5.610446;6.864442;0.005659;0.132518;1.000000;29.466986
1.992000;0.005949;0.283894;5.610439;6.545800;-0.000055;0.133194;1.000000;29.467260
1.996000;0.008398;0.283915;5.610431;6.200362;-0.008483;0.133878;1.000000;29.467534
2.000000;0.011974;0.283937;5.610422;5.827188;-0.001306;0.134570;1.000000;29.467808
2.004000;0.012581;0.283959;5.610411;5.425488;0.002200;0.135270;1.000000;29.468082
2.008000;0.010088;0.283982;5.610400;4.994609;0.003311;0.135979;1.000000;29.468356
2.012000;0.008501;0.284004;5.610388;4.534030;0.001648;0.136697;1.000000;29.468630
2.016000;0.009645;0.284027;5.610375;4.043364;-0.002399;0.137424;1.000000;29.468904
2.020000;0.011798;0.284050;5.610360;3.522362;0.001520;0.138160;1.000000;29.469178
2.024000;0.011987;0.284074;5.610345;2.970932;0.001183;0.138906;1.000000;29.469452
2.028000;0.010774;0.284097;5.610328;2.389171;-0.003475;0.139662;1.000000;29.469726
2.032000;0.010339;0.284121;5.610310;1.777392;-0.000213;0.140428;1.000000;29.470000
2.036000;0.010637;0.284145;5.610292;1.136171;0.001353;0.141205;1.000000;29.470000
2.040000;0.010357;0.284169;5.610272;0.466380;-0.002601;0.141993;1.000000;29.470000
2.044000;0.009040;0.284193;5.610251;-0.230765;0.000411;0.142793;1.000000;29.470000
2.048000;0.007945;0.284217;5.610229;-0.953658;0.003210;0.143604;1.000000;29.470000
2.052000;0.007987;0.284242;5.610206;-1.700284;0.001472;0.144428;1.000000;29.470000
2.056000;0.008795;0.284267;5.610182;-2.468290;-0.000749;0.145264;1.000000;29.470000
2.060000;0.008684;0.284292;5.610156;-3.255134;-0.002351;0.146113;1.000000;29.470000
2.064000;0.005954;0.284317;5.610130;-4.058186;0.001039;0.146976;1.000000;29.470000
2.068000;0.002630;0.284342;5.610102;-4.874750;0.000919;0.147853;1.000000;29.470000
2.072000;0.002290;0.284368;5.610074;-5.702058;-0.002581;0.148745;1.000000;29.470000
2.076000;0.003422;0.284393;5.610044;-6.537266;-0.002344;0.149652;1.000000;29.470000
2.080000;0.001213;0.284419;5.610013;-7.377451;0.000847;0.150575;1.000000;29.470000
2.084000;-0.004332;0.284445;5.609981;-8.219637;0.001209;0.151514;1.000000;29.470000
2.088000;-0.008092;0.284471;5.609948;-9.060813;0.000035;0.152469;1.000000;29.470000
2.092000;-0.007285;0.284497;5.609913;-9.898002;0.004185;0.153442;1.000000;29.470000
2.096000;-0.005167;0.284523;5.609878;-10.728401;0.000220;0.154433;1.000000;29.470000
2.100000;-0.005684;0.284549;5.609841;-11.549579;-0.004397;0.155443;1.000000;29.470000
