subject_idx,window_idx,t_start_s,t_end_s,covas_mean,covas_max,covas_min,covas_diff,covas_p90,ecg_mean,ecg_std,ecg_min,ecg_max,ecg_skew,ecg_kurt,ecg_hr_bpm,ecg_rr_mean_ms,ecg_rr_std_ms,ecg_rmssd,ecg_rr_range_ms,ecg_pnn50,eda_e4_mean,eda_e4_std,eda_e4_min,eda_e4_max,eda_e4_skew,eda_e4_kurt,eda_e4_scl_mean,eda_e4_scl_std,eda_e4_scl_slope,eda_e4_scr_n_peaks,eda_e4_scr_peak_rate,eda_e4_scr_mean_amp,eda_e4_scr_max_amp,eda_e4_scr_std,eda_e4_scr_auc,eda_e4_scr_energy,eda_rb_mean,eda_rb_std,eda_rb_min,eda_rb_max,eda_rb_skew,eda_rb_kurt,eda_rb_scl_mean,eda_rb_scl_std,eda_rb_scl_slope,eda_rb_scr_n_peaks,eda_rb_scr_peak_rate,eda_rb_scr_mean_amp,eda_rb_scr_max_amp,eda_rb_scr_std,eda_rb_scr_auc,eda_rb_scr_energy,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_skew,bvp_kurt,bvp_slope,bvp_ac_dc_ratio,bvp_hr_bpm,bvp_ibi_mean_ms,bvp_ibi_std_ms,bvp_ibi_cv,bvp_pulse_amp_mean,bvp_pulse_amp_std,bvp_vasomotor_power,tmp_mean,tmp_std,tmp_min,tmp_max,tmp_slope,tmp_range,tmp_diff_end_start,cross_eda_e4_rb_corr,cross_hr_bvp_ecg_diff
28,0,0.0,4.996,2.5796,12.0,0.0,12.0,9.0,0.007143625499156356,0.10679326400568508,-0.4927329419479901,0.4571370957667941,-0.9989793865841233,5.356282059832694,81.9672131147541,732.0,47.1932198520084,37.35237609577201,120.0,20.0,0.2854027016275592,0.0012719606346565404,0.2834385643853973,0.28769599156997,0.09091219134873856,-1.1278233974408636,0.28405550001601915,9.92528222264725e-07,2.192689215154517e-09,3,0.6,0.0027700689980606485,0.003639885524906572,0.0011712712910936555,0.007120102963252399,1.699539137523661e-05,5.748982268055554,0.21467946421513828,5.601258360739124,6.320945002392971,1.4354134573638904,0.5665803258655147,5.627465690441185,2.1817202095586734e-05,-4.897143284716733e-08,1,0.2,0.011093902861813554,0.011093902861813554,0.21073194183705563,0.6375399412786994,0.30351190196953987,0.33872096479119057,23.387985150993245,-50.479888318189815,31.80540928163356,-0.6253369307664873,-0.9542468948838025,0.002739272548693025,4.020613431738034,79.92895204262878,750.6666666666666,25.256022384110025,0.03364479003211815,29.17023079307674,1.8017748082398886,0.0,29.462471606557372,0.009470808955831442,29.45,29.47,2.2421748666023955e-05,0.019999999999999574,0.014098360655733444,0.1186831475201638,2.038261072125323
28,1,2.5,7.496,11.6616,24.0,1.0,23.0,22.0,0.0011332606767676967,0.1036952254663127,-0.4927329419479901,0.3327074048289443,-1.5205369571150873,5.878465193966623,89.43781942078364,670.8571428571429,82.03135289109194,75.3657747256671,244.0,16.666666666666664,0.2854392593775714,0.0013253258489772358,0.2834385643853973,0.28769599156997,0.10779802574694151,-1.2939354420027023,0.28591962911799945,1.7783602566989246e-06,-4.41815482198328e-09,3,0.6,0.0011480762177583648,0.001775817924967893,0.0005684697201375469,0.001818419351422742,2.276233598741152e-06,6.141299069883452,0.3181170281990913,5.601258360739124,6.421977079436701,-0.6529594762526202,-1.2520246603963527,5.6230387574135685,0.00047439754814488635,1.145726586561378e-06,1,0.2,0.7985881745053423,0.7985881745053423,0.3145695951481003,2.5989919315132846,1.846961463127704,-0.6622796621599013,26.43123953214096,-65.46965957544958,36.00562973829037,-0.6778427227447795,-0.7767365007562224,-0.007201066224415585,4.480524410711354,87.04061895551257,689.3333333333334,57.83655130336409,0.08390215372828445,30.60110777486255,4.964852838418143,0.0,29.467615999999996,0.00620979444779097,29.45,29.47,-1.0057550116803423e-05,0.019999999999999574,-0.019999999999999574,-0.03089701338906867,2.3972004652710694
28,2,5.0,9.996,23.212,31.0,12.999999999999998,18.0,30.0,-0.0014575631571504578,0.11241385370893729,-0.5146178667846631,0.3294859975353479,-1.5480145756981742,5.472802518701629,87.79264214046823,683.4285714285714,33.18060248025013,24.385788210895843,80.0,0.0,0.2843022941782919,0.0016349725064279882,0.2812230997990185,0.2871612199721613,-0.13932140258689413,-0.967748210190492,0.28338143940338406,1.681536950160516e-06,3.873975719495342e-09,3,0.6,0.002979650066862294,0.00378202590633242,0.001204677477253012,0.006278747388141348,1.5137179741547678e-05,6.386050630722904,0.032281463529725454,6.3219684343296505,6.421977079436701,-0.5108988558939024,-1.2467406341853953,6.309854860776572,0.00013344216244250243,3.1680072357711013e-07,1,0.2,0.11220497564914567,0.11220497564914567,0.03231074455828542,0.3808131488696841,0.03424472192127027,0.04159948852243288,29.33975878745382,-65.46965957544958,40.143734022740894,-0.654887321936787,-0.8159460897719142,0.0042079201746685274,4.195457826484327,85.6327307326356,700.6666666666666,23.243637122160262,0.03317360198215071,36.56388537441393,3.1170713701370554,0.0,29.45803580952381,0.009458344491214726,29.45,29.47,-2.0661067150669446e-05,0.019999999999999574,-0.001904761904754082,0.26172048390143027,2.159911407832638
28,3,7.5,12.496,27.3332,35.0,0.0,35.0,34.99999999999999,-0.001981571842217882,0.11821887070677824,-0.5146178667846631,0.3764997174235273,-1.3063246265528006,4.773066881730703,97.40259740259741,616.0,72.28514963077033,83.12469119169276,216.0,28.57142857142857,0.2835550958721106,0.0012877871395954974,0.2812230997990185,0.2855778286052525,0.011323745258613719,-1.2732392661689975,0.2837139926378165,2.5376928709516433e-06,-6.204385497627461e-09,3,0.6,0.001692817931277198,0.001862864527663266,0.0006562727162896648,0.00247421275638035,3.377414165627114e-06,6.447190210522355,0.09562315460582124,6.328564783482105,6.59233698899541,0.33671497052308613,-1.5140203966489965,6.400173899796375,4.644593094487749e-05,-1.1284384816389823e-07,0,0.0,0.0,0.0,0.07814794125285537,0.32634390543468383,0.05186377717987887,1.8812286808851881,32.31960208394691,-69.42456901606656,46.05217402320402,-0.7111746113377595,-0.7663651249266694,-0.0014004980433460002,4.1288343687328934,89.59044368600684,669.7142857142857,30.62523080573862,0.04572880026454146,40.62317739207762,3.3385546516083813,0.0,29.454,0.007564441620411507,29.45,29.47,3.04259266726676e-06,0.019999999999999574,0.0,0.1489939153666436,7.812153716590572
28,4,10.0,14.996,13.342,35.0,0.0,35.0,34.99999999999999,0.0023502665553026426,0.1069910950844685,-0.5026081494344694,0.3764997174235273,-1.3428427253553723,5.6160449088294975,93.16770186335404,644.0,120.44362443345295,88.46845012017938,340.0,50.0,0.2828979213840071,0.0016520831311638289,0.2790682702463616,0.2855166715730899,-0.5214809856515698,-0.3662389289047989,0.28201647114899614,9.107798006991742e-07,1.915035821688047e-09,3,0.6,0.0029177813351202175,0.003501216804781604,0.0011395937191970083,0.006120391512634125,1.3983461575757147e-05,6.553797336991524,0.05169754656282536,6.380898213036199,6.593923623327075,-1.8009934032149337,2.3152378300781074,6.37933645672796,0.00023347532870862534,5.600140217451819e-07,1,0.2,0.2144404541078826,0.2144404541078826,0.05148087851035646,0.8719784081103905,0.16542379684927055,-0.13115135136607622,34.454445760895084,-69.42456901606656,53.63218740265406,-0.48226823430271304,-1.1028660639404495,0.00423689953791998,4.10538607690694,92.10526315789474,651.4285714285714,43.66103198832701,0.06702351401716866,43.42287936216066,4.739319974067804,0.0,29.45754019047619,0.00918410247580117,29.45,29.47,1.8773491635614707e-07,0.019999999999999574,-0.01841269841269977,-0.24277523689247973,1.0624387054593
28,5,12.5,17.496,0.0,0.0,0.0,0.0,0.0,0.0009453795698258471,0.09903761669329458,-0.4699520863868447,0.349885338554269,-1.3907397086587743,6.613843246185333,87.20930232558139,688.0,86.65640964945024,106.23244953089115,252.0,33.33333333333333,0.28198951503995984,0.00146457585837042,0.2790682702463616,0.2843475352179939,-0.1888178754610228,-1.1354592737419293,0.28416436340370776,5.152445573509668e-06,-1.2358631830080885e-08,0,0.0,0.0,0.0,7.4655848550593685e-06,1.959313409595098e-06,2.795055215923846e-10,6.5358906917493735,0.0482039779575689,6.4388396884955945,6.593923623327075,-0.4142661523613798,-1.1597514227839374,6.58237170358921,4.453372363862396e-05,-1.1122535930706802e-07,1,0.2,0.011460986793108141,0.011460986793108141,0.0037843137187892895,0.009196336944101867,8.853512368174493e-05,-1.0967739804816112,29.98413868580207,-64.11358251064814,53.63218740265406,-0.44768693180373403,-0.8845719453485139,0.002530824654157953,4.664044380352947,86.20689655172414,696.0,50.59644256269407,0.07269603816479034,38.82703699997417,8.864628896151627,0.0,29.449976,0.012084692014171257,29.43,29.47,-1.5356948068442278e-05,0.03999999999999915,0.0,0.0164273941947106,1.002405773857248
28,6,15.0,19.996,0.0,0.0,0.0,0.0,0.0,-0.0005503865581712802,0.10729945832307267,-0.5152572220243751,0.349885338554269,-1.3627463404871252,5.832057099049539,86.87258687258688,690.6666666666666,20.65591117977289,27.885480092693403,56.0,20.0,0.2808300951574283,0.0018113307286508433,0.2779936125601934,0.2840414924540108,0.14766571835545156,-1.1255930895440442,0.28171957000047976,7.355063175548888e-07,-1.791004551430564e-09,2,0.4,0.001994271546555182,0.002320533873168107,0.0007205744427519548,0.002133575364687187,3.5056533500401783e-06,6.442317930060395,0.05861778716659543,6.351805456773702,6.5400893192050935,0.09263714352429278,-1.3251811892907146,6.5295365590076395,9.726536937485234e-05,-2.389137661323592e-07,0,0.0,0.0,0.0,0.0014369306340316509,0.0016852474657595203,1.0897545951918962e-05,0.07414270256504224,25.628993929678206,-61.53077665400511,39.48735948753213,-0.6634208415788704,-0.6284897355956307,0.0035228346926865577,4.693808211754306,85.22727272727273,704.0,22.054478003344354,0.03132738352747778,33.41630208185554,4.291179569874409,0.0,29.446015999999997,0.007551712831759019,29.43,29.450000000000003,8.506004803860144e-06,0.020000000000003126,0.0,0.7089064657933741,1.6453141453141455
28,7,17.5,22.496,0.0,0.0,0.0,0.0,0.0,0.0009589743781490623,0.11069408612880946,-0.5152572220243751,0.3355072620884303,-1.5051733636002962,5.195178496012183,91.62303664921465,654.8571428571429,100.07235477631266,101.07423014794622,292.0,16.666666666666664,0.2791794681655562,0.0013290979816268055,0.2768321399715403,0.2831669254729545,0.5595333449772911,0.1736521023120723,0.28271879614724504,6.8150046176184e-06,-1.6396973204158603e-08,0,0.0,0.0,0.0,3.4888986072440344e-05,1.9432187674949034e-05,6.1636638663408994e-09,6.358930745836676,0.037677809670720354,6.30641028768158,6.438655782078604,0.4726414558965358,-0.9626141477902195,6.42851710286591,0.00010263825682165962,-2.464132808426328e-07,0,0.0,0.0,0.0,0.0011917855284420882,0.001103520449043449,7.3483952912335335e-06,-0.9160068896189172,27.895672951128194,-58.6347255253547,40.71974148471121,-0.533348359830043,-0.9495206025087191,-0.007212901261939096,4.169434757594057,86.1244019138756,696.6666666666666,19.169420092080685,0.02751591400777132,36.34071277823541,2.6531948668313765,0.0,29.44752799999999,0.006337368119072073,29.43,29.450000000000003,-1.0380591603556046e-05,0.020000000000003126,-0.019999999999999574,0.512393665858456,5.498634735339053
28,8,20.0,24.996,0.0,0.0,0.0,0.0,0.0,2.5425727001155885e-05,0.10779603053584318,-0.4889486535405084,0.3434136484114942,-1.5216380519974766,5.741971659333839,84.11214953271028,713.3333333333334,33.33866624006826,27.24701818548224,92.0,0.0,0.27776331608023075,0.0014709204964641666,0.2751363149411855,0.2806193456235159,0.06069322864350788,-0.938136180004776,0.2782230954335967,3.4217277816842087e-07,-8.472734676218934e-10,3,0.6,0.0013214300430713366,0.0023956501135318775,0.0006684934010532445,0.002067394528875131,3.0888670210902254e-06,6.309481993477907,0.02067015403467827,6.277280058471912,6.351697271712987,0.27540175816677087,-1.063824451469536,6.343027242131955,4.2194672661914955e-05,-1.0331271994778203e-07,0,0.0,0.0,0.0,0.0012045081104346857,0.0013132995710719317,7.6023874055968145e-06,0.518309112726204,32.12717370465488,-79.74871133731557,47.0654674441136,-0.6459102733231191,-0.7661371650276689,0.006511925421925742,4.599810686887823,90.05145797598627,666.2857142857143,97.89401460374427,0.14692497903649437,35.93939535672018,12.19961942792191,0.0,29.441963692307688,0.009093024243525743,29.43,29.450000000000003,-1.3639475264662473e-05,0.020000000000003126,-0.0018461538461558291,0.6390516734007843,5.939308443275991
28,9,22.5,27.496,0.0,0.0,0.0,0.0,0.0,-0.0012104977328649166,0.10642252226051784,-0.4986062367578935,0.3434136484114942,-1.5420268529668384,6.236399398922929,86.49093904448107,693.7142857142857,98.1116953370227,110.2602980829153,288.0,16.666666666666664,0.2768397985751173,0.0012704755073780845,0.2736322785170136,0.2790166746148431,-0.13484268516516143,-0.5516106200966653,0.2770219824862263,1.1271836905813294e-06,-2.822729496105824e-09,3,0.6,0.001413972651952422,0.0019953482313812554,0.0006489785271375967,0.0022176669308708696,3.087813966234071e-06,6.278812086235305,0.01509736412484402,6.253335929266289,6.306353310312333,0.14595327014993073,-1.1851364391174455,6.297983103818267,2.1504267428870277e-05,-5.327408762013693e-08,0,0.0,0.0,0.0,0.0016611033060638521,0.0027925650958462835,1.5363590539426104e-05,-0.14687933897089134,33.89039129928453,-79.74871133731557,47.0654674441136,-0.6519360022370279,-0.8196979920432348,-0.012203243187058394,4.356901524638312,83.79888268156425,716.0,36.573214242119874,0.0510799081593853,40.11942813156736,4.325804474233695,0.0,29.444431999999995,0.008367547443464806,29.43,29.450000000000003,1.1584150773854527e-05,0.020000000000003126,0.020000000000003126,0.14381990515192522,2.6920563629168157
